Cell	BCR_ABL	Patient	Stage	process_date	input	mapped_reads	percent	n_detected_genes	used4analysis
OX1931C2	negative_low_gapdh	OX1931	diagnosis_blast_crisis	batch4	2474073	2033511	82.19284556	4137	1
OX1931C3	negative	OX1931	diagnosis_blast_crisis	batch4	2017216	1423532	70.56914084	2115	1
OX1931C4	positive	OX1931	diagnosis_blast_crisis	batch4	2633019	2175794	82.6349525	3595	1
OX1931C5	positive	OX1931	diagnosis_blast_crisis	batch4	4359315	3671897	84.23105465	3712	1
OX1931C6	positive	OX1931	diagnosis_blast_crisis	batch4	1887047	1678302	88.93800737	3943	1
OX1931C7	positive	OX1931	diagnosis_blast_crisis	batch4	2525406	2162110	85.6143527	3571	1
OX1931C8	negative	OX1931	diagnosis_blast_crisis	batch4	3333245	2580684	77.4225717	2484	1
OX1931C9	negative	OX1931	diagnosis_blast_crisis	batch4	2932995	2460842	83.90201824	3719	1
OX1931D1	negative_undetected_gapdh	OX1931	diagnosis_blast_crisis	batch4	3262435	1058008	32.4300101	1553	1
OX1931D10	positive	OX1931	diagnosis_blast_crisis	batch4	2050867	1840249	89.73029455	4599	1
OX1931D11	positive	OX1931	diagnosis_blast_crisis	batch4	3045820	2714817	89.13254887	3209	1
OX1931D12	positive	OX1931	diagnosis_blast_crisis	batch4	3168700	2403231	75.8428062	3237	1
OX1931D3	negative	OX1931	diagnosis_blast_crisis	batch4	4242092	3332061	78.54758926	2260	1
OX1931D4	positive	OX1931	diagnosis_blast_crisis	batch4	2693162	2222143	82.51055822	3546	1
OX1931D5	positive	OX1931	diagnosis_blast_crisis	batch4	2975194	2527030	84.93664615	3375	1
OX1931D6	positive	OX1931	diagnosis_blast_crisis	batch4	3209207	2894887	90.20568009	3627	1
OX1931D7	positive	OX1931	diagnosis_blast_crisis	batch4	3170149	2484984	78.38697803	3038	1
OX1931D8	positive	OX1931	diagnosis_blast_crisis	batch4	1788668	1538476	86.01238463	3996	1
OX1931D9	positive	OX1931	diagnosis_blast_crisis	batch4	1983605	1801871	90.83819611	3418	1
OX1931E1	negative_low_gapdh	OX1931	diagnosis_blast_crisis	batch4	2369105	2106069	88.89724179	4106	1
OX1931E10	positive	OX1931	diagnosis_blast_crisis	batch4	1757830	1284986	73.10069802	3755	1
OX1931E11	negative	OX1931	diagnosis_blast_crisis	batch4	4786597	3967091	82.87915193	2453	1
OX1931E12	positive	OX1931	diagnosis_blast_crisis	batch4	2444730	2062099	84.34874199	3807	1
OX1931E2	positive	OX1931	diagnosis_blast_crisis	batch4	2770505	2531917	91.38828481	4117	1
OX1931E3	negative	OX1931	diagnosis_blast_crisis	batch4	4366732	3119679	71.44196163	2368	1
OX1931E4	positive	OX1931	diagnosis_blast_crisis	batch4	2657825	2404165	90.45610603	3620	1
OX1931E5	positive	OX1931	diagnosis_blast_crisis	batch4	2505011	2331674	93.08038967	5728	1
OX1931E6	positive	OX1931	diagnosis_blast_crisis	batch4	2178763	2007082	92.12025356	4429	1
OX1931E7	positive	OX1931	diagnosis_blast_crisis	batch4	2106214	1872598	88.90824959	3782	1
OX1931E8	positive	OX1931	diagnosis_blast_crisis	batch4	2949593	2416160	81.91503031	3788	1
OX1931E9	positive	OX1931	diagnosis_blast_crisis	batch4	2836438	2449289	86.35087388	2855	1
OX1931F1	positive	OX1931	diagnosis_blast_crisis	batch4	1108278	987979	89.14541297	3874	1
OX1931F10	positive	OX1931	diagnosis_blast_crisis	batch4	1595761	1394610	87.39466624	4823	1
OX1931F11	positive	OX1931	diagnosis_blast_crisis	batch4	3372823	2907511	86.2040789	3227	1
OX1931F12	positive	OX1931	diagnosis_blast_crisis	batch4	2551746	2112125	82.77175706	3392	1
OX1931F2	positive	OX1931	diagnosis_blast_crisis	batch4	2175258	1820622	83.69683044	3123	1
OX1931F3	positive	OX1931	diagnosis_blast_crisis	batch4	3413327	3085454	90.39432788	5161	1
OX1931F4	positive	OX1931	diagnosis_blast_crisis	batch4	3602098	3037203	84.31761157	3406	1
OX1931F5	negative_low_gapdh	OX1931	diagnosis_blast_crisis	batch4	4566136	3337279	73.08759529	3589	1
OX1931F6	positive	OX1931	diagnosis_blast_crisis	batch4	2822150	2482559	87.9669401	3654	1
OX1931F7	positive	OX1931	diagnosis_blast_crisis	batch4	2212955	1927739	87.11153187	3894	1
OX1931F8	positive	OX1931	diagnosis_blast_crisis	batch4	3177071	2846705	89.60155439	4254	1
OX1931F9	positive	OX1931	diagnosis_blast_crisis	batch4	3430579	2932206	85.47262722	3442	1
OX1931G1	positive	OX1931	diagnosis_blast_crisis	batch4	4063508	3627251	89.26403	3064	1
OX1931G10	positive	OX1931	diagnosis_blast_crisis	batch4	2861205	2240212	78.29610252	3648	1
OX1931G11	positive	OX1931	diagnosis_blast_crisis	batch4	2445580	1984206	81.13437303	3472	1
OX1931G12	negative_low_gapdh	OX1931	diagnosis_blast_crisis	batch4	2218988	1189171	53.59069089	3713	1
OX1931G2	negative	OX1931	diagnosis_blast_crisis	batch4	3634342	3264478	89.82308214	4706	1
OX1931G3	negative	OX1931	diagnosis_blast_crisis	batch4	5083686	4137314	81.38413742	1856	1
OX1931G4	positive	OX1931	diagnosis_blast_crisis	batch4	552602	486693	88.07297114	3902	1
OX1931G5	positive	OX1931	diagnosis_blast_crisis	batch4	3700075	3062099	82.75775491	3920	1
OX1931G6	negative	OX1931	diagnosis_blast_crisis	batch4	3055486	2279639	74.60806562	2010	1
OX1931G7	positive	OX1931	diagnosis_blast_crisis	batch4	2145543	1700468	79.25583407	3484	1
OX1931G8	positive	OX1931	diagnosis_blast_crisis	batch4	4122126	3641414	88.3382507	3119	1
OX1931G9	positive	OX1931	diagnosis_blast_crisis	batch4	3538590	3191915	90.20301872	3027	1
OX1931H1	positive	OX1931	diagnosis_blast_crisis	batch4	1430298	1269422	88.752274	3661	1
OX1931H10	positive	OX1931	diagnosis_blast_crisis	batch4	2450943	1989402	81.16883991	3130	1
OX1931H11	positive	OX1931	diagnosis_blast_crisis	batch4	3423211	3012938	88.01496607	3940	1
OX1931H2	negative_low_gapdh	OX1931	diagnosis_blast_crisis	batch4	1363337	169668	12.4450521	3931	1
OX1931H3	positive	OX1931	diagnosis_blast_crisis	batch4	4370846	3819614	87.38843693	3475	1
OX1931H5	positive	OX1931	diagnosis_blast_crisis	batch4	4764177	3835536	80.50784007	3218	1
OX1931H6	positive	OX1931	diagnosis_blast_crisis	batch4	783108	496881	63.44986898	4095	1
OX1931H7	positive	OX1931	diagnosis_blast_crisis	batch4	1966110	1596094	81.18030019	4383	1
OX1931H8	positive	OX1931	diagnosis_blast_crisis	batch4	4131244	3483815	84.32847346	2920	1
OX1931H9	positive	OX1931	diagnosis_blast_crisis	batch4	4156380	3375032	81.20123762	2632	1
OX1931cd19A1	positive	OX1931cd19	diagnosis_blast_crisis	batch4	3794572	3269962	86.17472537	2698	1
OX1931cd19A10	positive	OX1931cd19	diagnosis_blast_crisis	batch4	3680963	3039272	82.56730644	2101	1
OX1931cd19A2	positive	OX1931cd19	diagnosis_blast_crisis	batch4	4470055	3482087	77.89807955	2514	1
OX1931cd19A3	negative_low_gapdh	OX1931cd19	diagnosis_blast_crisis	batch4	3780943	2754647	72.85608379	2126	1
OX1931cd19A5	positive	OX1931cd19	diagnosis_blast_crisis	batch4	5526191	3768214	68.18826928	2098	1
OX1931cd19A6	positive	OX1931cd19	diagnosis_blast_crisis	batch4	4720321	2642555	55.98252746	2284	1
OX1931cd19A7	positive	OX1931cd19	diagnosis_blast_crisis	batch4	4382656	3267472	74.55460798	2352	1
OX1931cd19A8	positive	OX1931cd19	diagnosis_blast_crisis	batch4	3914081	3387149	86.5375295	2375	1
OX1931cd19A9	positive	OX1931cd19	diagnosis_blast_crisis	batch4	4314661	3780132	87.61133262	2111	1
OX1931cd19B1	negative	OX1931cd19	diagnosis_blast_crisis	batch4	3717988	3148252	84.67622811	2672	1
OX1931cd19B10	negative_low_gapdh	OX1931cd19	diagnosis_blast_crisis	batch4	513335	160627	31.29087243	1468	1
OX1931cd19B11	positive	OX1931cd19	diagnosis_blast_crisis	batch4	1260671	945560	75.00450157	1858	1
OX1931cd19B12	positive	OX1931cd19	diagnosis_blast_crisis	batch4	2558401	1148339	44.8850278	2811	1
OX1931cd19B2	positive	OX1931cd19	diagnosis_blast_crisis	batch4	4008814	3390817	84.58404406	2211	1
OX1931cd19B3	negative_undetected_gapdh	OX1931cd19	diagnosis_blast_crisis	batch4	3402960	2256026	66.29598937	1765	1
OX1931cd19B4	positive	OX1931cd19	diagnosis_blast_crisis	batch4	1485110	1325829	89.27480119	2576	1
OX1931cd19B5	positive	OX1931cd19	diagnosis_blast_crisis	batch4	3890007	2642584	67.9326284	2128	1
OX1931cd19B6	positive	OX1931cd19	diagnosis_blast_crisis	batch4	4409119	3379079	76.63841688	2433	1
OX1931cd19B7	positive	OX1931cd19	diagnosis_blast_crisis	batch4	1546198	1186191	76.71663008	2297	1
OX1931cd19B8	positive	OX1931cd19	diagnosis_blast_crisis	batch4	1706650	1330287	77.94726511	2675	1
OX1931cd19B9	positive	OX1931cd19	diagnosis_blast_crisis	batch4	5520142	4197289	76.03588821	2411	1
OX1931cd19C1	positive	OX1931cd19	diagnosis_blast_crisis	batch4	2943027	2481012	84.30136727	2746	1
OX1931cd19C10	positive	OX1931cd19	diagnosis_blast_crisis	batch4	3376619	1976177	58.52531778	2323	1
OX1931cd19C11	negative_undetected_gapdh	OX1931cd19	diagnosis_blast_crisis	batch4	2697940	1546930	57.33745005	1857	1
OX1931cd19C12	positive	OX1931cd19	diagnosis_blast_crisis	batch4	4913980	2179640	44.35589888	2316	1
OX1931cd19C2	positive	OX1931cd19	diagnosis_blast_crisis	batch4	3935678	2917044	74.11795376	2292	1
OX1931cd19C3	positive	OX1931cd19	diagnosis_blast_crisis	batch4	4186266	3371856	80.54567006	2119	1
OX1931cd19C4	positive	OX1931cd19	diagnosis_blast_crisis	batch4	1218679	986904	80.98145615	2590	1
OX1931cd19C5	positive	OX1931cd19	diagnosis_blast_crisis	batch4	4104566	2357154	57.42760623	2235	1
OX1931cd19C6	positive	OX1931cd19	diagnosis_blast_crisis	batch4	4289592	3370619	78.57668049	2701	1
OX1931cd19C7	positive	OX1931cd19	diagnosis_blast_crisis	batch4	6023313	4766309	79.13101976	2494	1
OX1931cd19C8	positive	OX1931cd19	diagnosis_blast_crisis	batch4	5040524	3104935	61.59944879	2154	1
OX1931cd19C9	positive	OX1931cd19	diagnosis_blast_crisis	batch4	5741488	3763326	65.54617897	2381	1
OX1931cd19D1	positive	OX1931cd19	diagnosis_blast_crisis	batch4	4373649	3200718	73.18186713	2098	1
OX1931cd19D10	positive	OX1931cd19	diagnosis_blast_crisis	batch4	5505043	3277759	59.54102448	2192	1
OX1931cd19D11	positive	OX1931cd19	diagnosis_blast_crisis	batch4	3208410	2249601	70.11575827	2067	1
OX1931cd19D12	negative_low_gapdh	OX1931cd19	diagnosis_blast_crisis	batch4	5321277	2775592	52.16026153	2719	1
OX1931cd19D2	negative_low_gapdh	OX1931cd19	diagnosis_blast_crisis	batch4	5182246	3829211	73.89095385	2044	1
OX1931cd19D3	positive	OX1931cd19	diagnosis_blast_crisis	batch4	4209927	3586653	85.19513521	2120	1
OX1931cd19D4	negative	OX1931cd19	diagnosis_blast_crisis	batch4	2063026	1552525	75.25474715	2306	1
OX1931cd19D5	positive	OX1931cd19	diagnosis_blast_crisis	batch4	4904603	3096781	63.14029902	2315	1
OX1931cd19D6	negative	OX1931cd19	diagnosis_blast_crisis	batch4	4980261	3756191	75.42156927	2299	1
OX1931cd19D7	positive	OX1931cd19	diagnosis_blast_crisis	batch4	4227969	2789861	65.98584332	1866	1
OX1931cd19D8	negative_low_gapdh	OX1931cd19	diagnosis_blast_crisis	batch4	4364078	2807193	64.32499602	1779	1
OX1931cd19D9	negative	OX1931cd19	diagnosis_blast_crisis	batch4	5678620	3836407	67.55879069	1917	1
OX1931cd19E1	negative_low_gapdh	OX1931cd19	diagnosis_blast_crisis	batch4	3060990	2258023	73.76773528	1934	1
OX1931cd19E10	positive	OX1931cd19	diagnosis_blast_crisis	batch4	1967342	1788181	90.89324581	2596	1
OX1931cd19E11	positive	OX1931cd19	diagnosis_blast_crisis	batch4	2550238	1881563	73.77989819	2020	1
OX1931cd19E12	negative_low_gapdh	OX1931cd19	diagnosis_blast_crisis	batch4	5282707	2881820	54.55195603	2001	1
OX1931cd19E2	negative	OX1931cd19	diagnosis_blast_crisis	batch4	2682777	2143854	79.91174816	1873	1
OX1931cd19E3	positive	OX1931cd19	diagnosis_blast_crisis	batch4	4365188	3819807	87.50612803	2640	1
OX1931cd19E4	negative_low_gapdh	OX1931cd19	diagnosis_blast_crisis	batch4	1320362	828956	62.78247935	2787	1
OX1931cd19E5	positive	OX1931cd19	diagnosis_blast_crisis	batch4	2977946	1755439	58.94797958	2063	1
OX1931cd19E6	positive	OX1931cd19	diagnosis_blast_crisis	batch4	3935599	2581471	65.59283606	2263	1
OX1931cd19E7	negative_undetected_gapdh	OX1931cd19	diagnosis_blast_crisis	batch4	2839930	249752	8.794301268	1495	1
OX1931cd19E8	positive	OX1931cd19	diagnosis_blast_crisis	batch4	564299	440413	78.04603588	2778	1
OX1931cd19E9	negative_low_gapdh	OX1931cd19	diagnosis_blast_crisis	batch4	3457572	2278658	65.9034143	2049	1
OX1931cd19F1	positive	OX1931cd19	diagnosis_blast_crisis	batch4	3458353	2740833	79.25255172	1983	1
OX1931cd19F10	negative_low_gapdh	OX1931cd19	diagnosis_blast_crisis	batch4	2915314	2136094	73.27148979	1936	1
OX1931cd19F11	positive	OX1931cd19	diagnosis_blast_crisis	batch4	3957516	2628071	66.40708465	2576	1
OX1931cd19F12	positive	OX1931cd19	diagnosis_blast_crisis	batch4	5789569	3977511	68.70133165	2049	1
OX1931cd19F2	negative_low_gapdh	OX1931cd19	diagnosis_blast_crisis	batch4	3998906	3017081	75.44765993	2065	1
OX1931cd19F3	negative_low_gapdh	OX1931cd19	diagnosis_blast_crisis	batch4	4651688	3026696	65.06661668	3088	1
OX1931cd19F4	negative	OX1931cd19	diagnosis_blast_crisis	batch4	4366001	3367641	77.13330803	1949	1
OX1931cd19F5	positive	OX1931cd19	diagnosis_blast_crisis	batch4	5637484	4660551	82.67076235	2299	1
OX1931cd19F6	negative_low_gapdh	OX1931cd19	diagnosis_blast_crisis	batch4	4945710	3511798	71.0069535	2205	1
OX1931cd19F7	positive	OX1931cd19	diagnosis_blast_crisis	batch4	5117866	4397288	85.92034258	3103	1
OX1931cd19F8	negative_low_gapdh	OX1931cd19	diagnosis_blast_crisis	batch4	3660165	2626054	71.7468748	1912	1
OX1931cd19F9	positive	OX1931cd19	diagnosis_blast_crisis	batch4	7608631	2278460	29.94572874	2628	1
OX1931cd19G1	positive	OX1931cd19	diagnosis_blast_crisis	batch4	4669403	2692889	57.67094851	1852	1
OX1931cd19G10	negative_low_gapdh	OX1931cd19	diagnosis_blast_crisis	batch4	2951446	2050543	69.47587725	1836	1
OX1931cd19G11	negative_low_gapdh	OX1931cd19	diagnosis_blast_crisis	batch4	5415446	3815566	70.45709624	2030	1
OX1931cd19G12	negative_low_gapdh	OX1931cd19	diagnosis_blast_crisis	batch4	5630045	3387124	60.16157953	2424	1
OX1931cd19G2	negative	OX1931cd19	diagnosis_blast_crisis	batch4	4588221	3615481	78.79919036	2312	1
OX1931cd19G3	negative_low_gapdh	OX1931cd19	diagnosis_blast_crisis	batch4	2290052	600128	26.20586781	2196	1
OX1931cd19G4	positive	OX1931cd19	diagnosis_blast_crisis	batch4	394369	262700	66.61274086	2268	1
OX1931cd19G5	negative_undetected_gapdh	OX1931cd19	diagnosis_blast_crisis	batch4	6040508	4238745	70.17199547	1988	1
OX1931cd19G6	positive	OX1931cd19	diagnosis_blast_crisis	batch4	6739755	4663040	69.18708469	2352	1
OX1931cd19G7	negative_low_gapdh	OX1931cd19	diagnosis_blast_crisis	batch4	4720321	3093973	65.54581775	2923	1
OX1931cd19G8	positive	OX1931cd19	diagnosis_blast_crisis	batch4	6937842	4758924	68.59372122	2530	1
OX1931cd19G9	negative	OX1931cd19	diagnosis_blast_crisis	batch4	5952850	3620755	60.82389108	2164	1
OX1931cd19H10	positive	OX1931cd19	diagnosis_blast_crisis	batch4	2024391	1461697	72.20428267	2457	1
OX1931cd19H11	positive	OX1931cd19	diagnosis_blast_crisis	batch4	3480401	2368954	68.06554762	2758	1
OX1931cd19H12	positive	OX1931cd19	diagnosis_blast_crisis	batch4	5563309	4319741	77.64697233	2413	1
OX1931cd19H3	positive	OX1931cd19	diagnosis_blast_crisis	batch4	6643135	5468653	82.32036531	1778	1
OX1931cd19H4	positive	OX1931cd19	diagnosis_blast_crisis	batch4	4400068	3202117	72.77426167	1925	1
OX1931cd19H5	negative_low_gapdh	OX1931cd19	diagnosis_blast_crisis	batch4	6965195	4246881	60.97289451	2128	1
OX1931cd19H6	negative_low_gapdh	OX1931cd19	diagnosis_blast_crisis	batch4	900928	706731	78.44478138	2512	1
OX1931cd19H7	positive	OX1931cd19	diagnosis_blast_crisis	batch4	6873351	4353176	63.33411461	2327	1
OX1931cd19H8	positive	OX1931cd19	diagnosis_blast_crisis	batch4	6707576	5218740	77.80366559	2177	1
OX1931cd19H9	positive	OX1931cd19	diagnosis_blast_crisis	batch4	3446474	2176935	63.16412078	1968	1
OX2038A1	positive	OX2038	diagnosis	batch5	3135591	2275470	72.56909463	3908	1
OX2038A10	positive	OX2038	diagnosis	batch5	4558443	3098838	67.98018534	3645	1
OX2038A11	positive	OX2038	diagnosis	batch5	2061527	70829	3.435754176	1482	1
OX2038A12	positive	OX2038	diagnosis	batch5	5507743	3009758	54.64594118	3628	1
OX2038A2	positive	OX2038	diagnosis	batch5	1461776	963587	65.91892328	3760	1
OX2038A3	positive	OX2038	diagnosis	batch5	3052856	2708233	88.71145576	3975	1
OX2038A4	positive	OX2038	diagnosis	batch5	4066755	3409325	83.83403967	4038	1
OX2038A5	positive	OX2038	diagnosis	batch5	3638495	2733737	75.13372974	3528	1
OX2038A6	positive	OX2038	diagnosis	batch5	2309555	1254397	54.3133634	5272	1
OX2038A7	positive	OX2038	diagnosis	batch5	4007806	2617092	65.29986731	4036	1
OX2038A8	positive	OX2038	diagnosis	batch5	4939022	3408003	69.00157562	3966	1
OX2038A9	positive	OX2038	diagnosis	batch5	4752091	3642587	76.65229896	3773	1
OX2038B1	negative	OX2038	diagnosis	batch5	2118949	1275568	60.1981454	6564	1
OX2038B10	negative	OX2038	diagnosis	batch5	649254	396831	61.12107126	4061	1
OX2038B11	negative	OX2038	diagnosis	batch5	1254779	1181073	94.12597756	4450	1
OX2038B12	negative	OX2038	diagnosis	batch5	367714	278020	75.60767335	4139	1
OX2038B2	negative	OX2038	diagnosis	batch5	2314699	1960670	84.70518197	4950	1
OX2038B3	negative	OX2038	diagnosis	batch5	3217615	2872929	89.28753129	4090	1
OX2038B4	positive	OX2038	diagnosis	batch5	7103577	5728033	80.63589653	3838	1
OX2038B5	positive	OX2038	diagnosis	batch5	1549312	1242500	80.19688739	4128	1
OX2038B6	negative	OX2038	diagnosis	batch5	5290491	3944892	74.56570666	3824	1
OX2038B7	positive	OX2038	diagnosis	batch5	3789819	1338696	35.32348115	4572	1
OX2038B8	positive	OX2038	diagnosis	batch5	1658742	968692	58.3991965	3947	1
OX2038C1	positive	OX2038	diagnosis	batch5	2759452	1954732	70.83768806	4208	1
OX2038C10	negative	OX2038	diagnosis	batch5	1712562	1111865	64.92407282	4583	1
OX2038C12	negative	OX2038	diagnosis	batch5	838031	719285	85.83035711	4424	1
OX2038C2	positive	OX2038	diagnosis	batch5	3002933	1974877	65.76493715	3642	1
OX2038C3	positive	OX2038	diagnosis	batch5	3521575	2869230	81.47576014	3913	1
OX2038C4	positive	OX2038	diagnosis	batch5	5665533	3568406	62.98447119	3345	1
OX2038C5	positive	OX2038	diagnosis	batch5	2414996	1861951	77.09954799	3535	1
OX2038C6	positive	OX2038	diagnosis	batch5	2007907	1203487	59.93738754	3888	1
OX2038C8	positive	OX2038	diagnosis	batch5	2600942	2162750	83.15256549	4200	1
OX2038C9	positive	OX2038	diagnosis	batch5	6180260	5318704	86.05955089	3896	1
OX2038D1	positive	OX2038	diagnosis	batch5	1806699	1396721	77.30789689	5790	1
OX2038D10	positive	OX2038	diagnosis	batch5	5474694	3015668	55.08377272	3506	1
OX2038D12	positive	OX2038	diagnosis	batch5	2280292	1761608	77.25361489	3512	1
OX2038D3	positive	OX2038	diagnosis	batch5	2618137	2246499	85.80525007	3565	1
OX2038D4	positive	OX2038	diagnosis	batch5	6223316	5075857	81.56193579	3289	1
OX2038D5	positive	OX2038	diagnosis	batch5	4097346	3470473	84.70051101	4466	1
OX2038D6	positive	OX2038	diagnosis	batch5	3820917	739004	19.34101159	1864	1
OX2038D7	positive	OX2038	diagnosis	batch5	5436592	4486654	82.52695806	3161	1
OX2038D8	positive	OX2038	diagnosis	batch5	3608987	3322693	92.06719226	3769	1
OX2038D9	negative	OX2038	diagnosis	batch5	5539472	4813830	86.90052048	3144	1
OX2038E1	positive	OX2038	diagnosis	batch5	4163689	3663112	87.97756028	3797	1
OX2038E10	positive	OX2038	diagnosis	batch5	2572236	1954732	75.9934936	3118	1
OX2038E11	negative	OX2038	diagnosis	batch5	1093161	406205	37.15875338	5319	1
OX2038E12	positive	OX2038	diagnosis	batch5	4745239	2382493	50.20807171	3238	1
OX2038E2	positive	OX2038	diagnosis	batch5	1562661	1119917	71.6673034	3586	1
OX2038E3	positive	OX2038	diagnosis	batch5	3637519	2704611	74.35317864	4393	1
OX2038E4	negative	OX2038	diagnosis	batch5	2875105	1684598	58.59257314	4646	1
OX2038E5	positive	OX2038	diagnosis	batch5	4058919	2412312	59.43237596	3331	1
OX2038E6	positive	OX2038	diagnosis	batch5	5353395	2407032	44.96271992	3800	1
OX2038E7	positive	OX2038	diagnosis	batch5	4631167	2703260	58.37103261	4381	1
OX2038E8	positive	OX2038	diagnosis	batch5	5167444	4266643	82.56776464	3148	1
OX2038E9	positive	OX2038	diagnosis	batch5	6089932	5110553	83.91806345	4478	1
OX2038F1	positive	OX2038	diagnosis	batch5	3162889	2842916	89.88352105	4308	1
OX2038F10	positive	OX2038	diagnosis	batch5	2496401	2114093	84.68563344	4533	1
OX2038F11	negative	OX2038	diagnosis	batch5	3842907	3475136	90.42987509	3543	1
OX2038F12	positive	OX2038	diagnosis	batch5	5258523	3618533	68.81272555	3432	1
OX2038F2	negative	OX2038	diagnosis	batch5	3336960	2887831	86.54077364	4033	1
OX2038F3	positive	OX2038	diagnosis	batch5	9616148	7413271	77.09189792	3552	1
OX2038F4	positive	OX2038	diagnosis	batch5	5577423	4624844	82.92080411	3345	1
OX2038F5	positive	OX2038	diagnosis	batch5	4784469	3275088	68.45248658	3621	1
OX2038F6	positive	OX2038	diagnosis	batch5	5895791	2972112	50.41074217	3857	1
OX2038F7	positive	OX2038	diagnosis	batch5	6066474	4019078	66.25064247	3914	1
OX2038F8	negative	OX2038	diagnosis	batch5	2601744	2075963	79.79120928	4364	1
OX2038F9	positive	OX2038	diagnosis	batch5	8576053	5309835	61.914671	4415	1
OX2038G1	positive	OX2038	diagnosis	batch5	3292964	2664727	80.9218382	3860	1
OX2038G10	positive	OX2038	diagnosis	batch5	2340434	1764989	75.41289351	3240	1
OX2038G11	negative	OX2038	diagnosis	batch5	2074262	1300402	62.6922732	3247	1
OX2038G12	positive	OX2038	diagnosis	batch5	3217182	1676332	52.10560049	3385	1
OX2038G2	positive	OX2038	diagnosis	batch5	2767743	1374469	49.66028276	3627	1
OX2038G3	positive	OX2038	diagnosis	batch5	4825048	3879433	80.40195662	3631	1
OX2038G5	positive	OX2038	diagnosis	batch5	3761821	2480326	65.93418453	3208	1
OX2038G6	positive	OX2038	diagnosis	batch5	5873830	3517594	59.88586663	4931	1
OX2038G7	positive	OX2038	diagnosis	batch5	3683146	1992934	54.10955743	3428	1
OX2038G8	positive	OX2038	diagnosis	batch5	3771932	2585336	68.54142652	3119	1
OX2038G9	positive	OX2038	diagnosis	batch5	7404742	6327415	85.45085028	3494	1
OX2038H1	positive	OX2038	diagnosis	batch5	660579	546522	82.73378354	5269	1
OX2038H10	negative	OX2038	diagnosis	batch5	1669318	1284026	76.91919694	4046	1
OX2038H11	positive	OX2038	diagnosis	batch5	4605889	1590727	34.53680712	3021	1
OX2038H12	positive	OX2038	diagnosis	batch5	5031039	2320955	46.13271732	2817	1
OX2038H2	positive	OX2038	diagnosis	batch5	2733124	1673225	61.22023735	3648	1
OX2038H3	positive	OX2038	diagnosis	batch5	3218563	2520635	78.3155402	4069	1
OX2038H4	positive	OX2038	diagnosis	batch5	4989343	4336038	86.90599143	4284	1
OX2038H5	positive	OX2038	diagnosis	batch5	4357919	3305441	75.84906925	3106	1
OX2038H6	positive	OX2038	diagnosis	batch5	1053519	744284	70.64742069	3857	1
OX2038H7	positive	OX2038	diagnosis	batch5	3310629	365296	11.03403613	2881	1
OX2038H8	positive	OX2038	diagnosis	batch5	5199033	4178446	80.36967644	3489	1
OX2038H9	positive	OX2038	diagnosis	batch5	7811372	6764598	86.59935796	3305	1
OX2046A1	positive	OX2046	blast_crisis	batch4	3831927	2233745	58.29299462	3151	1
OX2046A10	positive	OX2046	blast_crisis	batch4	2699916	2237534	82.87420794	3998	1
OX2046A11	positive	OX2046	blast_crisis	batch4	3354032	2284254	68.10471695	3146	1
OX2046A12	positive	OX2046	blast_crisis	batch4	4905769	3339125	68.06527172	2557	1
OX2046A2	positive	OX2046	blast_crisis	batch4	3321064	2891541	87.06670513	2645	1
OX2046A3	positive	OX2046	blast_crisis	batch4	2489505	1744546	70.07601913	3931	1
OX2046A4	positive	OX2046	blast_crisis	batch4	4046165	3174682	78.46150614	3021	1
OX2046A5	positive	OX2046	blast_crisis	batch4	4565262	3136883	68.71200382	2697	1
OX2046A6	positive	OX2046	blast_crisis	batch4	4925654	2474569	50.23838459	2518	1
OX2046A7	positive	OX2046	blast_crisis	batch4	4692641	3683638	78.49818471	3144	1
OX2046A8	positive	OX2046	blast_crisis	batch4	4409842	1866518	42.32618765	3062	1
OX2046A9	positive	OX2046	blast_crisis	batch4	3847776	3055708	79.41491397	2949	1
OX2046B1	positive	OX2046	blast_crisis	batch4	2221055	1603435	72.19249411	2576	1
OX2046B10	positive	OX2046	blast_crisis	batch4	1634112	1233161	75.46367691	3186	1
OX2046B11	positive	OX2046	blast_crisis	batch4	1787542	1254223	70.16467305	2673	1
OX2046B12	positive	OX2046	blast_crisis	batch4	2931632	2040422	69.60020903	2728	1
OX2046B2	positive	OX2046	blast_crisis	batch4	4100221	3617428	88.22519567	2892	1
OX2046B3	positive	OX2046	blast_crisis	batch4	2854129	2628247	92.08578169	3624	1
OX2046B4	positive	OX2046	blast_crisis	batch4	3285434	2609159	79.41596148	2742	1
OX2046B5	negative	OX2046	blast_crisis	batch4	3438249	1847965	53.74727078	2751	1
OX2046B6	positive	OX2046	blast_crisis	batch4	2457745	1977575	80.46298538	3277	1
OX2046B7	positive	OX2046	blast_crisis	batch4	3508400	3063625	87.32256869	3881	1
OX2046B8	positive	OX2046	blast_crisis	batch4	1290715	1088691	84.34790019	4060	1
OX2046B9	positive	OX2046	blast_crisis	batch4	4017725	3571904	88.90364572	4502	1
OX2046C1	positive	OX2046	blast_crisis	batch4	2041539	1489654	72.96720758	2984	1
OX2046C10	positive	OX2046	blast_crisis	batch4	2539460	1918237	75.53720082	2977	1
OX2046C11	positive	OX2046	blast_crisis	batch4	5030872	4370110	86.86585546	2391	1
OX2046C12	positive	OX2046	blast_crisis	batch4	3977657	3568013	89.70137445	4132	1
